,client_id,clnt_tenure_yr,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth,Variation,age_group
2835,9250170,5.5,66.0,24.0,U,2.0,41396.6,0.0,3.0,Test,0-30
2836,8677207,33.416666666666664,401.0,73.5,F,2.0,193580.09000000003,6.0,9.0,Control,70+
2837,1506608,7.25,87.0,70.5,U,2.0,62744.57,5.0,8.0,Test,70+
2838,8046380,16.583333333333332,199.0,72.5,F,2.0,98763.23,2.0,5.0,Control,70+
2839,3334875,12.75,153.0,63.0,F,2.0,41981.5,6.0,9.0,Control,61-70
2840,3069269,15.833333333333334,190.0,31.5,M,2.0,115004.11,6.0,9.0,Test,31-40
2841,1638971,10.833333333333334,130.0,65.0,F,2.0,65648.53,5.0,8.0,Test,61-70
2842,5971632,11.833333333333334,142.0,68.0,M,2.0,175802.27000000002,5.0,8.0,Control,61-70
2843,8455732,10.083333333333334,121.0,55.0,F,2.0,220025.55,6.0,9.0,Control,51-60
2844,9956593,15.833333333333334,190.0,61.5,F,3.0,26576.08,5.0,8.0,Control,61-70
2845,3422908,11.166666666666666,134.0,41.5,U,3.0,24231.5,0.0,3.0,Control,41-50
2846,5114008,4.75,57.0,17.5,U,2.0,30585.96,1.0,4.0,Control,0-30
2847,9294027,5.833333333333333,70.0,61.5,U,2.0,30407.19,1.0,4.0,Control,61-70
2848,2000326,5.916666666666667,71.0,23.5,U,2.0,95070.17,6.0,9.0,Control,0-30
2849,9149605,8.166666666666666,98.0,29.0,M,2.0,31580.769999999997,6.0,9.0,Test,0-30
2850,6670049,10.833333333333334,130.0,23.5,F,3.0,73034.61,2.0,5.0,Control,0-30
2851,738215,27.0,324.0,71.0,F,3.0,593464.03,4.0,7.0,Test,70+
2852,7229160,7.416666666666667,89.0,56.5,U,2.0,128439.18,3.0,6.0,Control,51-60
2853,5575801,7.166666666666667,86.0,55.0,F,2.0,139804.91999999998,2.0,5.0,Control,51-60
2854,3649658,26.166666666666668,314.0,60.5,M,3.0,85502.84,6.0,9.0,Control,61-70
2855,9522528,16.0,192.0,39.5,M,3.0,95056.78,2.0,5.0,Control,31-40
2856,6069792,16.166666666666668,194.0,58.0,M,2.0,481808.64,1.0,4.0,Test,51-60
2857,4701664,10.75,129.0,76.5,M,3.0,1242495.2,5.0,9.0,Control,70+
2858,2672446,4.666666666666667,56.0,32.0,F,2.0,43441.28999999999,1.0,4.0,Test,31-40
2859,8587126,23.75,285.0,26.5,F,2.0,39125.47,0.0,3.0,Test,0-30
2860,9552811,27.5,330.0,47.5,F,3.0,197928.42,4.0,7.0,Test,41-50
2861,421209,14.083333333333334,169.0,29.5,M,2.0,130069.35,5.0,8.0,Test,0-30
2862,5197524,8.5,102.0,66.5,U,2.0,52720.24,3.0,6.0,Test,61-70
2863,1164659,26.166666666666668,314.0,47.5,F,2.0,76382.20999999999,5.0,8.0,Control,41-50
2864,9669255,7.333333333333333,88.0,52.5,U,2.0,52510.19,1.0,4.0,Test,51-60
2865,955836,5.166666666666667,62.0,34.0,F,3.0,80242.97,6.0,9.0,Test,31-40
2866,5152409,6.0,72.0,25.5,U,2.0,25481.129999999997,4.0,7.0,Test,0-30
2867,1993947,8.083333333333334,97.0,58.5,U,2.0,35026.03,0.0,3.0,Control,51-60
2868,1969889,16.25,195.0,42.0,M,3.0,263403.57,5.0,8.0,Control,41-50
2869,7155672,14.25,171.0,63.5,F,3.0,54932.77,1.0,4.0,Test,61-70
2870,5746657,6.0,72.0,63.5,U,2.0,78943.16,3.0,6.0,Control,61-70
2871,9353417,11.916666666666666,143.0,36.5,F,2.0,138839.51,2.0,5.0,Test,31-40
2872,2384232,13.25,159.0,45.0,U,2.0,105902.69,0.0,3.0,Test,41-50
2873,8985747,4.75,57.0,36.5,U,2.0,30549.129999999997,1.0,4.0,Control,31-40
2874,7784210,22.833333333333332,274.0,21.5,F,2.0,63103.91,4.0,7.0,Test,0-30
2875,9328539,21.083333333333332,253.0,40.5,M,3.0,65867.31,4.0,8.0,Control,41-50
2876,4504614,19.25,231.0,62.5,M,3.0,2496867.17,1.0,4.0,Control,61-70
2877,9939021,18.25,219.0,35.5,F,3.0,93060.92,3.0,7.0,Test,31-40
2878,2131562,18.166666666666668,218.0,72.0,M,3.0,114105.44,2.0,5.0,Control,70+
2879,8840854,15.0,180.0,65.0,F,2.0,30305.97,0.0,3.0,Control,61-70
2880,4577049,5.666666666666667,68.0,36.0,U,2.0,29903.25,6.0,9.0,Control,31-40
2881,8592710,5.833333333333333,70.0,23.0,U,2.0,49887.49,2.0,5.0,Control,0-30
2882,74169,4.75,57.0,35.5,U,4.0,56079.66,6.0,9.0,Control,31-40
2883,7810991,9.166666666666666,110.0,71.5,F,2.0,72735.43,1.0,4.0,Test,70+
2884,9844979,7.0,84.0,37.0,U,2.0,30596.1,0.0,3.0,Control,31-40
2885,1969872,6.083333333333333,73.0,55.5,U,2.0,126641.11,6.0,9.0,Control,51-60
2886,5714962,7.833333333333333,94.0,45.0,U,2.0,66876.54999999999,1.0,4.0,Control,41-50
2887,3031356,16.166666666666668,194.0,61.0,F,2.0,87972.28,6.0,9.0,Test,61-70
2888,6571762,17.083333333333332,205.0,71.0,M,2.0,58645.14,0.0,3.0,Test,70+
2889,7295110,6.666666666666667,80.0,46.0,U,2.0,24823.6,2.0,5.0,Control,41-50
2890,7569020,13.0,156.0,36.0,F,2.0,74170.58,0.0,3.0,Control,31-40
2891,3313072,12.583333333333334,151.0,36.5,F,3.0,213096.67,6.0,9.0,Test,31-40
2892,2006775,16.416666666666668,197.0,56.5,M,2.0,246592.48,6.0,9.0,Test,51-60
2893,9764903,5.833333333333333,70.0,34.0,U,2.0,37914.91,0.0,3.0,Control,31-40
2894,2149499,27.0,324.0,68.5,M,3.0,610341.2300000001,6.0,9.0,Control,61-70
2895,6901308,5.833333333333333,70.0,26.5,U,2.0,58662.88,2.0,5.0,Test,0-30
2896,2653167,12.583333333333334,151.0,37.5,F,2.0,37620.52,2.0,5.0,Test,31-40
2897,7296342,11.083333333333334,133.0,28.5,M,4.0,162685.16999999998,4.0,7.0,Test,0-30
2898,7019589,16.25,195.0,71.0,M,2.0,151655.41,6.0,9.0,Test,70+
2899,4252494,16.25,195.0,48.0,F,2.0,130643.23,6.0,9.0,Control,41-50
2900,2696301,7.25,87.0,67.5,U,2.0,155243.49,2.0,5.0,Test,61-70
2901,604915,5.416666666666667,65.0,33.5,M,3.0,164194.52999999997,6.0,9.0,Test,31-40
2902,3408606,11.833333333333334,142.0,44.0,M,5.0,188136.04,4.0,7.0,Control,41-50
2903,9826642,12.75,153.0,70.0,M,2.0,3089355.94,2.0,5.0,Test,61-70
2904,610338,14.833333333333334,178.0,35.5,F,2.0,40921.22,2.0,5.0,Test,31-40
2905,7663245,15.083333333333334,181.0,39.0,F,4.0,93591.11,6.0,9.0,Control,31-40
2906,1682543,5.166666666666667,62.0,41.5,F,2.0,256538.84000000003,2.0,5.0,Control,41-50
2907,2040881,4.916666666666667,59.0,34.5,U,3.0,157263.01,5.0,8.0,Control,31-40
2908,8412195,4.833333333333333,58.0,58.5,U,2.0,30761.69,0.0,3.0,Test,51-60
2909,8716565,5.5,66.0,24.5,M,3.0,96995.23,4.0,7.0,Test,0-30
2910,3239922,12.083333333333334,145.0,21.5,M,2.0,28424.659999999996,6.0,9.0,Control,0-30
2911,4842605,7.416666666666667,89.0,26.5,U,2.0,35768.509999999995,5.0,8.0,Control,0-30
2912,1417850,8.916666666666666,107.0,46.5,F,2.0,29714.449999999997,0.0,3.0,Test,41-50
2913,4423162,14.666666666666666,176.0,37.5,M,2.0,39866.81,6.0,9.0,Control,31-40
2914,8409890,9.833333333333334,118.0,43.5,M,2.0,226672.48,0.0,3.0,Test,41-50
2915,6832799,27.166666666666668,326.0,51.5,F,3.0,118349.16,6.0,9.0,Test,51-60
2916,1928906,8.916666666666666,107.0,62.0,F,2.0,224068.55,4.0,7.0,Control,61-70
2917,1633998,10.083333333333334,121.0,43.5,M,2.0,43258.38,3.0,6.0,Test,41-50
2918,3764694,5.0,60.0,48.0,U,2.0,99167.58,3.0,6.0,Test,41-50
2919,9214877,15.75,189.0,55.5,F,2.0,120163.48,0.0,3.0,Control,51-60
2920,3590118,8.083333333333334,97.0,47.0,F,3.0,66339.17,6.0,9.0,Control,41-50
2921,1438075,21.5,258.0,63.0,F,2.0,37681.69,1.0,4.0,Test,61-70
2922,1946252,20.916666666666668,251.0,55.5,M,3.0,78570.18,6.0,9.0,Control,51-60
2923,9748860,21.083333333333332,253.0,60.0,F,2.0,213872.65999999997,2.0,5.0,Control,51-60
2924,6635695,24.75,297.0,64.0,F,2.0,32875.259999999995,1.0,4.0,Test,61-70
2925,3615947,7.0,84.0,40.0,U,2.0,95319.99,3.0,6.0,Control,31-40
2926,4004030,6.583333333333333,79.0,27.5,U,2.0,51687.36,0.0,3.0,Control,0-30
2927,6438911,16.083333333333332,193.0,45.0,M,2.0,31445.18,6.0,9.0,Test,41-50
2928,5701502,13.333333333333334,160.0,56.0,F,2.0,39897.41,1.0,4.0,Control,51-60
2929,4218088,4.833333333333333,58.0,24.0,U,3.0,70602.35,6.0,9.0,Control,0-30
2930,4843735,12.333333333333334,148.0,34.5,M,2.0,168179.89,1.0,4.0,Control,31-40
2931,6556384,15.25,183.0,49.5,M,2.0,27224.47,0.0,3.0,Control,41-50
2932,5625895,6.833333333333333,82.0,33.5,U,2.0,48880.84,1.0,4.0,Control,31-40
2933,6124081,12.333333333333334,148.0,40.5,F,2.0,65365.34,0.0,3.0,Test,41-50
2934,2475916,6.5,78.0,56.5,U,2.0,63226.7,4.0,7.0,Control,51-60
2935,2820848,16.25,195.0,53.0,F,2.0,27605.05,1.0,4.0,Control,51-60
2936,5480007,4.666666666666667,56.0,57.5,F,2.0,174648.71999999997,1.0,4.0,Test,51-60
2937,7301267,11.0,132.0,66.5,F,2.0,219064.57,6.0,9.0,Test,61-70
2938,821422,5.833333333333333,70.0,58.5,U,2.0,38560.0,1.0,4.0,Control,51-60
2939,8037866,13.916666666666666,167.0,54.0,M,5.0,154361.09,6.0,9.0,Control,51-60
2940,7526512,7.0,84.0,29.5,U,2.0,69950.47,6.0,9.0,Test,0-30
2941,7769865,13.083333333333334,157.0,65.0,F,2.0,54719.0,4.0,7.0,Control,61-70
2942,6956977,15.916666666666666,191.0,62.5,M,2.0,34825.13,3.0,6.0,Test,61-70
2943,1271683,9.25,111.0,35.5,M,2.0,109960.65,6.0,9.0,Test,31-40
2944,8980847,10.25,123.0,32.5,M,2.0,43672.31,6.0,9.0,Test,31-40
2945,9307092,8.5,102.0,34.0,U,2.0,46571.41,1.0,4.0,Control,31-40
2946,6913104,11.666666666666666,140.0,72.0,M,2.0,632279.39,1.0,4.0,Test,70+
2947,7810151,7.416666666666667,89.0,58.0,U,2.0,27439.64,1.0,4.0,Test,51-60
2948,3332621,27.0,324.0,25.5,F,2.0,45313.34,5.0,8.0,Test,0-30
2949,9772582,9.25,111.0,37.5,F,2.0,77811.70999999999,2.0,5.0,Test,31-40
2950,4414336,7.083333333333333,85.0,27.0,U,2.0,63661.119999999995,6.0,9.0,Control,0-30
2951,7721667,6.333333333333333,76.0,20.0,U,4.0,71970.09,6.0,9.0,Test,0-30
2952,1497401,13.583333333333334,163.0,28.0,M,2.0,28742.25,0.0,3.0,Control,0-30
2953,7524332,23.5,282.0,20.0,M,3.0,107459.11,4.0,7.0,Control,0-30
2954,1926672,24.583333333333332,295.0,52.0,F,2.0,110027.18,0.0,3.0,Test,51-60
2955,4143163,21.916666666666668,263.0,32.0,M,2.0,30645.57,4.0,7.0,Test,31-40
2956,2262081,21.25,255.0,51.5,M,5.0,900771.28,5.0,8.0,Control,51-60
2957,2487872,15.083333333333334,181.0,45.0,M,2.0,99624.17,2.0,5.0,Control,41-50
2958,1652959,5.583333333333333,67.0,30.5,U,2.0,27691.6,1.0,4.0,Control,31-40
2959,4061878,8.833333333333334,106.0,65.5,F,2.0,99926.53,3.0,6.0,Test,61-70
2960,5088758,6.833333333333333,82.0,52.0,U,2.0,58076.88,4.0,7.0,Test,51-60
2961,1564135,7.833333333333333,94.0,59.0,U,2.0,33427.06,4.0,7.0,Test,51-60
2962,8160451,26.583333333333332,319.0,68.0,F,2.0,64384.78,1.0,4.0,Control,61-70
2963,296402,6.0,72.0,30.0,U,2.0,38867.18,1.0,4.0,Test,0-30
2964,2606054,8.833333333333334,106.0,42.0,M,3.0,378427.15,5.0,8.0,Test,41-50
2965,7693596,4.916666666666667,59.0,28.5,U,2.0,31881.359999999997,6.0,9.0,Test,0-30
2966,3745695,8.75,105.0,53.5,F,2.0,41836.31,2.0,5.0,Control,51-60
2967,9385756,11.916666666666666,143.0,66.5,M,3.0,42114.649999999994,2.0,5.0,Test,61-70
2968,2663352,6.833333333333333,82.0,29.5,U,2.0,52348.58,1.0,4.0,Test,0-30
2969,7441341,7.0,84.0,78.5,U,3.0,130004.93,6.0,9.0,Test,70+
2970,3596285,16.0,192.0,44.5,F,2.0,36149.21,1.0,4.0,Test,41-50
2971,2987187,7.416666666666667,89.0,54.0,U,2.0,26717.42,2.0,5.0,Test,51-60
2972,7038132,15.916666666666666,191.0,47.0,M,3.0,677792.2300000001,5.0,8.0,Test,41-50
2973,1722501,6.25,75.0,28.0,U,2.0,71490.92,4.0,7.0,Control,0-30
2974,7893913,7.666666666666667,92.0,24.5,U,3.0,42050.69,4.0,7.0,Test,0-30
2975,6700604,7.833333333333333,94.0,48.5,U,2.0,41241.61,0.0,3.0,Control,41-50
2976,3886052,26.666666666666668,320.0,29.0,F,3.0,89339.89,5.0,8.0,Test,0-30
2977,5521246,15.916666666666666,191.0,34.5,M,2.0,128426.5,1.0,4.0,Test,31-40
2978,9348257,7.083333333333333,85.0,27.0,U,2.0,31445.0,1.0,4.0,Control,0-30
2979,4744435,16.166666666666668,194.0,19.5,U,2.0,28977.629999999997,5.0,8.0,Control,0-30
2980,2719973,4.833333333333333,58.0,52.0,F,2.0,661390.99,0.0,3.0,Test,51-60
2981,1106643,15.0,180.0,54.5,M,2.0,80664.39,0.0,3.0,Test,51-60
2982,7245702,5.916666666666667,71.0,64.0,U,2.0,43040.21,3.0,6.0,Control,61-70
2983,501426,5.666666666666667,68.0,22.5,U,3.0,49497.42999999999,6.0,9.0,Test,0-30
2984,7846757,6.333333333333333,76.0,59.5,F,2.0,587697.5900000001,6.0,9.0,Control,51-60
2985,8989119,5.333333333333333,64.0,28.0,M,3.0,59578.2,6.0,9.0,Test,0-30
2986,1324191,7.833333333333333,94.0,48.0,U,2.0,36123.89,1.0,4.0,Control,41-50
2987,5226216,8.333333333333334,100.0,63.0,U,2.0,81871.43,0.0,3.0,Test,61-70
2988,9342781,12.25,147.0,70.0,F,2.0,32064.33,0.0,3.0,Control,61-70
2989,4549261,5.0,60.0,58.5,M,2.0,150569.66,5.0,8.0,Test,51-60
2990,113852,8.666666666666666,104.0,25.5,M,2.0,49981.74,4.0,7.0,Test,0-30
2991,3284406,7.833333333333333,94.0,47.5,U,2.0,35434.17,6.0,9.0,Control,41-50
2992,9257964,15.833333333333334,190.0,54.5,F,2.0,109198.11,1.0,4.0,Test,51-60
2993,1265496,12.916666666666666,155.0,49.5,M,2.0,23884.32,0.0,3.0,Test,41-50
2994,6610721,5.833333333333333,70.0,56.0,U,2.0,54526.42,6.0,9.0,Test,51-60
2995,4472004,16.25,195.0,69.0,M,4.0,192115.65,3.0,6.0,Control,61-70
2996,7958815,12.5,150.0,62.5,F,2.0,28076.67,3.0,6.0,Test,61-70
2997,9295710,15.916666666666666,191.0,66.0,M,2.0,64165.73,3.0,6.0,Control,61-70
2998,6474150,23.583333333333332,283.0,52.5,M,3.0,109293.63,3.0,6.0,Test,51-60
2999,4811074,23.25,279.0,60.0,F,3.0,732443.3500000001,3.0,6.0,Test,51-60
3000,656481,22.916666666666668,275.0,67.0,M,2.0,139001.11,1.0,4.0,Control,61-70
3001,1595883,22.083333333333332,265.0,50.0,F,3.0,54838.75,0.0,3.0,Test,41-50
3002,3287210,22.5,270.0,67.5,M,3.0,367488.94,5.0,8.0,Test,61-70
3003,4227154,21.083333333333332,253.0,47.5,M,4.0,2235957.94,6.0,9.0,Control,41-50
3004,3963528,25.25,303.0,73.0,F,2.0,305938.68,1.0,4.0,Control,70+
3005,7391835,20.333333333333332,244.0,88.0,M,2.0,95558.39,6.0,9.0,Control,70+
3006,6444715,20.25,243.0,57.5,F,3.0,270766.48,2.0,5.0,Test,51-60
3007,4412837,20.0,240.0,61.0,F,2.0,39068.64,1.0,4.0,Control,61-70
3008,6357156,34.416666666666664,413.0,64.0,F,4.0,516394.39,6.0,9.0,Control,61-70
3009,6675679,4.833333333333333,58.0,53.5,U,2.0,46834.81,0.0,3.0,Control,51-60
3010,6829804,15.333333333333334,184.0,42.5,M,2.0,29206.8,3.0,6.0,Test,41-50
3011,684639,12.25,147.0,48.0,F,2.0,43988.83,6.0,9.0,Test,41-50
3012,2273671,15.916666666666666,191.0,74.0,M,2.0,143790.96,1.0,4.0,Test,70+
3013,8852160,7.0,84.0,58.5,U,4.0,154088.4,3.0,6.0,Test,51-60
3014,3049191,7.083333333333333,85.0,30.5,U,2.0,73721.15,3.0,6.0,Control,31-40
3015,6724190,12.5,150.0,31.5,M,2.0,69098.98999999999,1.0,4.0,Test,31-40
3016,7811491,5.666666666666667,68.0,32.5,U,2.0,116682.82,6.0,9.0,Control,31-40
3017,9812753,6.416666666666667,77.0,41.5,U,2.0,27568.659999999996,5.0,8.0,Control,41-50
3018,69598,8.833333333333334,106.0,58.0,F,2.0,27306.32,3.0,6.0,Control,51-60
3019,929152,4.666666666666667,56.0,73.0,U,2.0,38076.02,2.0,5.0,Test,70+
3020,4873357,12.0,144.0,35.0,M,2.0,44666.259999999995,0.0,3.0,Test,31-40
3021,2014716,10.333333333333334,124.0,30.0,F,2.0,103118.88,0.0,3.0,Test,0-30
3022,6213118,18.833333333333332,226.0,53.5,F,2.0,47366.25,4.0,7.0,Control,51-60
3023,3834217,13.833333333333334,166.0,41.5,U,2.0,31859.99,0.0,3.0,Test,41-50
3024,9838801,26.833333333333332,322.0,58.0,M,3.0,120216.82,5.0,8.0,Control,51-60
3025,7120519,8.333333333333334,100.0,30.0,U,2.0,36929.93,4.0,7.0,Control,0-30
3026,5891447,2.9166666666666665,35.0,22.5,U,2.0,27397.75,6.0,9.0,Control,0-30
3027,3415077,9.416666666666666,113.0,31.0,M,2.0,74915.63,2.0,5.0,Control,31-40
3028,3638761,4.916666666666667,59.0,51.5,U,2.0,32780.36,2.0,5.0,Control,51-60
3029,7650855,15.75,189.0,65.0,F,2.0,383932.86,6.0,9.0,Test,61-70
3030,4077516,13.666666666666666,164.0,47.5,M,2.0,82908.63,4.0,7.0,Test,41-50
3031,9654726,13.333333333333334,160.0,56.0,M,2.0,54789.41,4.0,7.0,Control,51-60
3032,8310807,6.5,78.0,20.5,U,2.0,27223.53,3.0,6.0,Control,0-30
3033,7531183,13.583333333333334,163.0,46.0,M,2.0,23817.0,3.0,6.0,Test,41-50
3034,9943260,4.916666666666667,59.0,57.0,F,2.0,71481.83,1.0,4.0,Test,51-60
3035,9735397,19.75,237.0,57.0,M,2.0,199958.40999999997,6.0,9.0,Control,51-60
3036,5348797,4.916666666666667,59.0,20.5,U,2.0,27680.49,0.0,3.0,Test,0-30
3037,5065328,15.083333333333334,181.0,80.0,F,2.0,33789.369999999995,1.0,4.0,Test,70+
3038,4252909,5.583333333333333,67.0,33.0,U,2.0,50751.55,1.0,4.0,Control,31-40
3039,5736976,12.083333333333334,145.0,36.5,F,2.0,51848.509999999995,0.0,3.0,Test,31-40
3040,8378593,33.833333333333336,406.0,59.0,F,2.0,68165.31,3.0,6.0,Control,51-60
3041,1257529,15.583333333333334,187.0,65.0,M,2.0,48706.75,2.0,5.0,Test,61-70
3042,672407,8.416666666666666,101.0,58.5,F,2.0,37825.98,3.0,6.0,Control,51-60
3043,2196035,4.833333333333333,58.0,53.5,U,2.0,47515.03,0.0,3.0,Test,51-60
3044,8704516,4.916666666666667,59.0,31.5,U,2.0,27638.109999999997,2.0,5.0,Control,31-40
3045,3751009,6.166666666666667,74.0,64.0,U,2.0,28661.82,0.0,3.0,Test,61-70
3046,2078711,12.916666666666666,155.0,48.5,F,2.0,86016.72,1.0,4.0,Control,41-50
3047,3209032,31.25,375.0,51.0,F,2.0,125226.89,3.0,6.0,Control,51-60
3048,1659843,4.916666666666667,59.0,30.5,U,4.0,134738.91,4.0,7.0,Test,31-40
3049,8811641,12.75,153.0,28.0,M,2.0,33262.92,3.0,6.0,Control,0-30
3050,4832926,13.416666666666666,161.0,39.0,F,2.0,34928.14,0.0,3.0,Control,31-40
3051,9341828,6.833333333333333,82.0,42.0,F,4.0,90504.78,1.0,4.0,Test,41-50
3052,8601616,34.083333333333336,409.0,61.5,U,3.0,235990.64,2.0,5.0,Test,61-70
3053,3798677,8.416666666666666,101.0,42.5,U,4.0,202319.3,5.0,8.0,Test,41-50
3054,9640127,5.583333333333333,67.0,38.5,U,3.0,122040.55,5.0,8.0,Control,31-40
3055,9550257,11.666666666666666,140.0,56.5,F,2.0,38808.18,0.0,3.0,Control,51-60
3056,8621093,9.166666666666666,110.0,38.5,F,2.0,25359.269999999997,0.0,3.0,Test,31-40
3057,2015629,15.75,189.0,49.5,F,2.0,53013.22,3.0,6.0,Test,41-50
3058,1321300,8.75,105.0,52.5,F,2.0,30597.15,3.0,6.0,Control,51-60
3059,6290066,15.166666666666666,182.0,53.5,F,2.0,23839.6,1.0,4.0,Test,51-60
3060,2834681,23.916666666666668,287.0,34.0,F,2.0,45328.009999999995,5.0,8.0,Control,31-40
3061,6363396,23.0,276.0,59.0,M,2.0,34770.0,3.0,6.0,Control,51-60
3062,571941,22.416666666666668,269.0,33.0,M,3.0,314365.55,5.0,8.0,Control,31-40
3063,2343695,21.833333333333332,262.0,21.5,M,2.0,31534.07,1.0,4.0,Test,0-30
3064,5259513,20.0,240.0,57.0,M,3.0,993445.66,6.0,9.0,Control,51-60
3065,4079367,19.25,231.0,68.5,F,2.0,951824.78,6.0,9.0,Control,61-70
3066,983062,35.166666666666664,422.0,60.5,F,2.0,326276.32,2.0,5.0,Test,61-70
3067,6362594,17.0,204.0,64.0,M,2.0,290376.91,6.0,9.0,Control,61-70
3068,6327246,16.75,201.0,55.0,F,3.0,118482.91,2.0,5.0,Control,51-60
3069,2097904,6.0,72.0,64.5,F,2.0,214370.6,2.0,5.0,Test,61-70
3070,9969821,5.833333333333333,70.0,88.0,U,2.0,316640.55,3.0,6.0,Test,70+
3071,1183663,17.833333333333332,214.0,59.0,M,2.0,34135.84,0.0,3.0,Control,51-60
3072,3128351,4.083333333333333,49.0,27.5,U,3.0,48556.649999999994,2.0,5.0,Test,0-30
3073,8827881,4.75,57.0,49.5,U,3.0,70826.42,5.0,8.0,Test,41-50
3074,1220970,22.666666666666668,272.0,47.0,F,3.0,680253.39,6.0,9.0,Control,41-50
3075,3149933,5.583333333333333,67.0,55.5,M,2.0,43816.88,3.0,6.0,Control,51-60
3076,568718,5.25,63.0,69.0,U,2.0,335000.33999999997,6.0,9.0,Test,61-70
3077,1435852,6.666666666666667,80.0,29.0,U,2.0,24073.06,2.0,5.0,Test,0-30
3078,9663138,16.666666666666668,200.0,40.5,M,2.0,101137.25,3.0,6.0,Test,41-50
3079,5045965,8.833333333333334,106.0,49.5,M,2.0,42579.14,0.0,3.0,Test,41-50
3080,9220017,16.416666666666668,197.0,74.0,M,2.0,260836.76,2.0,5.0,Control,70+
3081,8948070,8.416666666666666,101.0,44.0,U,2.0,32892.229999999996,5.0,8.0,Test,41-50
3082,8827174,9.166666666666666,110.0,32.0,F,2.0,56341.41,3.0,6.0,Test,31-40
3083,5316776,15.666666666666666,188.0,41.5,M,3.0,165798.75,6.0,9.0,Test,41-50
3084,5467090,5.416666666666667,65.0,27.5,U,2.0,41600.82,4.0,7.0,Test,0-30
3085,9419326,6.083333333333333,73.0,34.0,U,2.0,47049.03,1.0,4.0,Control,31-40
3086,6536391,4.75,57.0,52.5,U,2.0,37577.88,2.0,5.0,Control,51-60
3087,1559596,6.25,75.0,44.0,M,2.0,39699.149999999994,0.0,3.0,Test,41-50
3088,2546096,6.666666666666667,80.0,60.5,U,2.0,25037.31,0.0,3.0,Test,61-70
3089,2376505,7.166666666666667,86.0,72.0,U,2.0,45556.02,4.0,7.0,Control,70+
3090,7441156,5.5,66.0,35.0,U,3.0,78547.84,1.0,4.0,Control,31-40
3091,8413855,15.666666666666666,188.0,55.0,M,2.0,43300.34,2.0,5.0,Control,51-60
3092,4110011,10.166666666666666,122.0,43.0,M,2.0,34561.549999999996,5.0,8.0,Control,41-50
3093,3775302,4.833333333333333,58.0,27.0,U,2.0,34959.909999999996,0.0,3.0,Test,0-30
3094,1537702,4.833333333333333,58.0,57.5,U,3.0,65934.1,6.0,9.0,Test,51-60
3095,9044013,12.833333333333334,154.0,58.5,M,2.0,28699.769999999997,3.0,6.0,Control,51-60
3096,5281064,15.583333333333334,187.0,67.5,F,2.0,29252.31,2.0,5.0,Control,61-70
3097,3394851,4.666666666666667,56.0,25.5,U,2.0,25051.41,1.0,4.0,Test,0-30
3098,9173025,11.5,138.0,38.5,M,2.0,107162.34,6.0,9.0,Control,31-40
3099,9210764,4.75,57.0,25.5,U,2.0,29251.99,4.0,7.0,Control,0-30
3100,8097910,12.416666666666666,149.0,58.5,F,2.0,158700.94,5.0,8.0,Test,51-60
3101,477029,4.833333333333333,58.0,27.0,U,2.0,43026.08,6.0,9.0,Test,0-30
3102,8685018,5.083333333333333,61.0,34.5,F,3.0,25366.23,1.0,4.0,Control,31-40
3103,4411577,10.916666666666666,131.0,52.5,F,2.0,88091.09,1.0,4.0,Control,51-60
3104,2652105,5.333333333333333,64.0,27.5,U,2.0,46046.07,3.0,7.0,Control,0-30
3105,3300476,14.416666666666666,173.0,28.0,M,2.0,88678.78,3.0,6.0,Test,0-30
3106,3024162,13.083333333333334,157.0,43.5,F,2.0,29596.94,4.0,7.0,Test,41-50
3107,2010755,14.416666666666666,173.0,64.5,M,2.0,23789.96,0.0,3.0,Test,61-70
3108,3076584,10.333333333333334,124.0,66.5,F,2.0,61166.33,6.0,9.0,Control,61-70
3109,9092791,5.916666666666667,71.0,55.0,U,2.0,57909.07,1.0,4.0,Control,51-60
3110,2113915,5.416666666666667,65.0,38.5,U,2.0,36537.63,5.0,8.0,Test,31-40
3111,4928966,27.083333333333332,325.0,65.5,M,2.0,343547.37,6.0,9.0,Test,61-70
3112,728102,13.833333333333334,166.0,62.5,F,2.0,318843.1,4.0,7.0,Test,61-70
3113,9801271,12.5,150.0,46.5,F,2.0,29179.08,2.0,5.0,Control,41-50
3114,1400233,11.583333333333334,139.0,31.0,M,3.0,63186.74,6.0,9.0,Control,31-40
3115,8322930,13.75,165.0,74.0,F,2.0,120352.69,6.0,9.0,Control,70+
3116,5887227,6.583333333333333,79.0,32.5,U,2.0,60274.39,1.0,4.0,Test,31-40
3117,8504929,13.416666666666666,161.0,32.5,M,2.0,92186.15,2.0,5.0,Test,31-40
3118,8771478,23.666666666666668,284.0,51.0,F,2.0,46780.42,0.0,3.0,Test,51-60
3119,9875262,21.166666666666668,254.0,44.5,F,2.0,154686.68,4.0,7.0,Test,41-50
3120,8345634,19.333333333333332,232.0,47.0,F,2.0,40432.77,2.0,5.0,Control,41-50
3121,2977468,18.916666666666668,227.0,22.5,F,2.0,28411.8,1.0,5.0,Test,0-30
3122,8357092,6.25,75.0,52.5,U,2.0,40974.63,1.0,4.0,Control,51-60
3123,1185501,12.25,147.0,53.5,F,2.0,27969.57,3.0,6.0,Test,51-60
