visit_id,start,step_1,step_2,confirm,Confirmed
165147622_96646680484_269880,1,1,1,1,Confirmed
165198466_21436056884_297439,1,1,1,1,Confirmed
165199086_24387161581_202198,2,1,1,1,Confirmed
165249015_30777774104_302925,2,1,1,1,Confirmed
165259217_38548405242_465900,1,1,1,1,Confirmed
165272686_85689541522_983123,1,1,1,1,Confirmed
165321946_39890805428_28454,1,1,1,1,Confirmed
165386179_639398589_512932,2,2,1,1,Confirmed
165402438_53501628192_420825,1,1,1,1,Confirmed
165408022_46519404887_140064,1,1,1,4,Confirmed
165513996_97405640376_586469,1,1,1,1,Confirmed
165533496_39956430680_273953,1,1,1,1,Confirmed
165601099_37308164062_497601,4,1,2,1,Confirmed
165656679_66310863407_701043,1,1,1,1,Confirmed
165707716_71621099069_818793,1,1,3,1,Confirmed
165763371_22513789762_512200,1,1,3,1,Confirmed
16577771_67724055399_578972,2,2,1,1,Confirmed
165962236_63892464608_677071,1,1,1,1,Confirmed
16596855_24949200167_810598,1,1,1,1,Confirmed
165971839_57846416658_113942,1,1,2,1,Confirmed
165975952_78944979909_57592,1,1,1,1,Confirmed
166046862_12027380348_177928,1,1,1,1,Confirmed
166076547_86007041563_29410,1,1,1,1,Confirmed
166117333_15218315837_529098,1,1,1,1,Confirmed
166135030_56601753886_791125,1,1,1,1,Confirmed
166284085_87935154995_907755,2,1,1,1,Confirmed
166317660_63398929815_513912,3,2,2,1,Confirmed
166471754_45510202723_191464,1,1,1,1,Confirmed
166562116_65634349388_553015,1,1,1,1,Confirmed
166794132_13295745410_765220,1,1,1,1,Confirmed
16702144_17157163552_320216,1,1,1,1,Confirmed
167196877_67252745035_239729,1,1,1,2,Confirmed
167214785_59164818965_16987,1,1,1,1,Confirmed
167232844_16401680564_370908,1,1,1,1,Confirmed
16740229_65968630403_147826,1,1,1,1,Confirmed
167436646_87139615816_529381,1,1,1,1,Confirmed
167595902_93208006950_820805,1,1,1,1,Confirmed
167689443_57041768162_468040,1,1,1,1,Confirmed
167760806_16185224535_598244,1,1,1,1,Confirmed
167780370_14717118937_470974,2,1,1,1,Confirmed
167836524_75281259686_752713,1,1,1,1,Confirmed
168000759_82887683040_121472,3,3,2,1,Confirmed
168124113_10702164370_447684,1,1,1,1,Confirmed
168326355_8882476400_722965,1,1,1,1,Confirmed
168350336_554249816_135035,1,1,1,1,Confirmed
168360494_28053286195_664020,1,1,1,1,Confirmed
168393505_26208636218_10916,1,1,5,1,Confirmed
168483011_3229374846_449843,1,1,1,1,Confirmed
168578401_31635578213_510492,1,1,1,1,Confirmed
168597059_49281915436_57870,1,1,1,1,Confirmed
168679179_47794838039_157537,1,1,1,1,Confirmed
168699642_88257853026_860414,1,1,2,1,Confirmed
168708545_66088674520_242784,1,1,1,1,Confirmed
168731426_86988872543_394039,1,1,1,1,Confirmed
168737898_1767563538_299708,1,1,1,1,Confirmed
168860716_64953259500_999580,1,1,1,1,Confirmed
168863529_54921924487_363671,1,1,1,3,Confirmed
168930919_72952321366_640286,5,4,3,1,Confirmed
169032182_95565966471_247809,1,1,1,1,Confirmed
16911458_33054813339_544132,1,1,1,1,Confirmed
169115246_61382624114_54651,1,1,1,1,Confirmed
169136614_43405203291_909737,1,1,1,1,Confirmed
169316329_77120767089_409725,1,1,2,1,Confirmed
169348034_66074527727_422828,1,1,1,1,Confirmed
169662183_17044821418_395805,1,1,1,1,Confirmed
169732368_53575418624_643724,1,1,1,1,Confirmed
169788777_35051003999_966583,2,2,2,1,Confirmed
169819153_30303655204_895911,1,1,1,1,Confirmed
169874761_9372790456_801979,1,1,1,1,Confirmed
169926159_54845613863_474836,1,2,2,1,Confirmed
169979631_68661051112_171866,2,1,1,2,Confirmed
170013054_89314864855_850845,1,1,1,1,Confirmed
170055253_73451315052_496181,1,1,1,1,Confirmed
17007284_95353245384_836631,3,2,3,1,Confirmed
170202651_20982627476_151278,1,1,1,1,Confirmed
170277025_94251099162_851026,1,1,1,1,Confirmed
170338304_46575328964_465038,1,1,1,1,Confirmed
17048213_26204345174_498664,1,1,1,1,Confirmed
170552499_50004169172_77550,3,2,1,1,Confirmed
170627044_34174097287_525468,1,1,1,1,Confirmed
170680592_22055608570_266714,1,1,1,1,Confirmed
170761169_41275034254_403566,1,1,2,1,Confirmed
170783027_66597810676_71021,2,1,1,1,Confirmed
170806775_11056132989_704187,2,3,2,1,Confirmed
170862833_10520187318_509539,1,1,1,1,Confirmed
170904301_10448118458_990440,1,1,1,1,Confirmed
170991407_38587863350_172824,1,1,1,1,Confirmed
171003345_60317179470_278427,2,1,1,1,Confirmed
171026455_27979789020_153556,1,1,1,1,Confirmed
171097842_57896729769_134898,2,1,1,1,Confirmed
171163533_44932983923_677271,1,1,1,1,Confirmed
171205712_55253239670_796431,4,1,1,1,Confirmed
171386179_77607284641_950779,1,1,3,1,Confirmed
171473380_71472160969_609325,1,1,1,1,Confirmed
171497144_38485286302_786737,1,1,1,1,Confirmed
171503699_23585651363_230495,1,1,2,1,Confirmed
171516364_14224976953_743720,1,1,1,1,Confirmed
171549801_58726782130_474899,1,1,1,1,Confirmed
17158741_64968471864_457592,1,1,1,1,Confirmed
171634579_97000526229_647012,1,1,1,1,Confirmed
171691771_60250000178_283257,2,1,1,1,Confirmed
171726187_96047879141_780997,1,1,1,1,Confirmed
171809703_96593828686_303644,1,1,1,1,Confirmed
171814515_39109246179_380509,1,1,1,1,Confirmed
171828827_59715694309_328934,1,1,1,1,Confirmed
171847052_22457907451_89000,2,2,1,1,Confirmed
171886830_38696361268_917175,1,1,1,1,Confirmed
171905849_26333362318_211664,1,1,2,1,Confirmed
171945357_9073016727_435385,1,1,1,1,Confirmed
171959656_38783811192_408730,3,2,2,3,Confirmed
172018459_18827529765_193295,1,1,1,1,Confirmed
172030197_73827472910_383998,1,1,1,1,Confirmed
172038763_2925986321_95873,1,1,1,1,Confirmed
172054068_63755474101_769727,1,1,1,1,Confirmed
172059116_52042613210_150663,1,1,2,1,Confirmed
172063167_88336744339_15004,1,1,1,1,Confirmed
172110038_32158673405_527423,1,1,1,1,Confirmed
172125198_38956092035_610753,1,1,1,1,Confirmed
172160674_33006024924_457577,1,1,1,1,Confirmed
172164984_80879224088_26961,2,2,2,1,Confirmed
172183977_98573167607_926355,1,1,1,1,Confirmed
172241167_7452540399_414822,1,1,1,1,Confirmed
172343328_25561924093_873714,1,1,1,3,Confirmed
172428056_88328850664_572107,1,1,1,1,Confirmed
172469404_51495193952_212056,1,1,1,1,Confirmed
172520032_88624236212_759165,3,2,1,1,Confirmed
172647280_33640579205_929761,1,1,1,1,Confirmed
172653279_90513322915_102426,2,4,1,1,Confirmed
172691721_76104902070_648476,1,1,1,1,Confirmed
172727617_3535497783_744861,1,1,1,1,Confirmed
172777707_30869231908_915113,1,2,2,1,Confirmed
172803967_30838037826_177730,2,1,1,1,Confirmed
172888557_89822676557_265063,1,1,1,1,Confirmed
172996437_13165175165_819370,1,1,1,1,Confirmed
173027879_15982045663_762427,1,1,1,1,Confirmed
173083388_8448666330_686058,1,1,1,1,Confirmed
17323055_39537303614_36626,2,2,1,1,Confirmed
173325431_6505861640_153729,1,1,2,1,Confirmed
17343557_7031277204_209946,1,1,1,1,Confirmed
17353636_87606299012_290272,1,2,1,1,Confirmed
17369532_29821576795_319151,1,1,1,1,Confirmed
173733735_60128130656_314604,1,1,1,1,Confirmed
173953723_16212806129_894714,1,1,1,1,Confirmed
174258933_18140696201_949858,3,2,2,1,Confirmed
174299899_88406315294_255749,1,1,1,1,Confirmed
174383865_52613781401_609946,1,1,1,1,Confirmed
174405857_62822364409_413168,1,1,1,1,Confirmed
174536989_75286576624_500925,1,1,0,4,Confirmed
174540285_27803629135_30550,1,1,1,1,Confirmed
174560174_61669905909_77098,1,1,1,1,Confirmed
174610860_10913937438_671003,1,1,1,1,Confirmed
174624056_77533061487_818825,1,2,1,1,Confirmed
174817395_24686704080_268814,1,1,1,1,Confirmed
174842260_9357568789_907438,2,2,1,1,Confirmed
174857214_46501028670_139046,1,1,1,1,Confirmed
174889584_67890977802_828554,1,1,1,1,Confirmed
174908978_83404911933_595003,1,1,1,1,Confirmed
175054047_36031412551_586420,1,1,1,1,Confirmed
175284145_95069238750_563657,1,1,1,1,Confirmed
175285278_19867891475_825001,1,1,1,1,Confirmed
175359467_11863112079_197635,1,1,1,1,Confirmed
175464442_36000003635_717877,1,1,1,1,Confirmed
17547028_75711013880_78178,2,1,1,1,Confirmed
175498726_73560345623_3518,4,2,2,1,Confirmed
175513303_32086468382_224926,3,2,2,1,Confirmed
175556412_54290479859_453709,2,1,1,1,Confirmed
175561965_62353113654_93420,1,3,3,1,Confirmed
1756425_9400718937_820304,1,1,2,1,Confirmed
175644099_70315616979_988268,1,1,1,1,Confirmed
175695329_63350883005_788101,1,2,1,1,Confirmed
175704218_82723223969_906864,4,1,1,1,Confirmed
175723497_63179581794_715387,1,1,1,1,Confirmed
175880729_26149938236_752463,1,1,1,1,Confirmed
175946151_57598442380_344577,2,1,1,1,Confirmed
175969124_25442264475_839051,1,1,1,1,Confirmed
175972021_93800420846_435503,2,1,1,1,Confirmed
175979500_87785198218_808587,2,1,1,1,Confirmed
176135662_8501069988_858308,1,1,1,1,Confirmed
176160200_64697221762_726873,1,1,1,1,Confirmed
176170900_55810801284_607915,1,1,2,1,Confirmed
176177291_30866127571_184114,1,1,3,1,Confirmed
176204242_68437712623_881930,2,3,3,1,Confirmed
176319811_87227472328_461297,2,1,1,1,Confirmed
176380522_87710645023_569649,1,1,1,1,Confirmed
1765415_4720143304_50842,2,2,1,1,Confirmed
176657598_89700252365_220778,1,1,2,1,Confirmed
176693542_67203776986_520495,2,2,1,1,Confirmed
176732091_28571096359_928204,1,1,2,1,Confirmed
176742462_74553660870_192829,2,2,2,1,Confirmed
176812724_7565904314_594682,1,1,1,1,Confirmed
177004177_55211877101_661648,2,2,2,1,Confirmed
177018081_73058611890_905847,2,1,1,1,Confirmed
177049223_40155134690_190475,1,1,1,1,Confirmed
177103717_38178961667_198237,1,1,1,1,Confirmed
1771243_90375796391_277791,1,1,1,1,Confirmed
177128408_89959051638_933097,1,1,1,1,Confirmed
177176172_90503530859_871783,2,2,2,1,Confirmed
177181593_36979999695_159182,1,1,1,1,Confirmed
177221746_85885268363_226515,1,1,1,1,Confirmed
177233450_77042503644_917954,1,1,1,1,Confirmed
177345742_72716917181_894779,1,1,1,1,Confirmed
177375396_1141262886_914920,2,2,1,2,Confirmed
177607597_85174623017_272263,2,1,1,1,Confirmed
177621069_745985050_903282,1,1,1,1,Confirmed
177626538_43678347442_445899,1,1,1,1,Confirmed
1776401_98088838055_407936,1,1,1,1,Confirmed
177662346_10694540968_712958,1,1,1,1,Confirmed
177694304_7006053331_676574,1,1,1,1,Confirmed
177777742_51475146114_545418,3,3,1,1,Confirmed
177785993_44915242720_224347,2,3,3,1,Confirmed
177872643_29258517214_496202,1,1,1,1,Confirmed
17789843_52707310024_597488,1,1,1,1,Confirmed
177970581_30238326805_643223,1,1,1,1,Confirmed
178010241_36673421302_145238,1,1,1,1,Confirmed
178013280_31088054834_299982,2,3,2,1,Confirmed
178063146_69340216660_12707,1,1,1,1,Confirmed
17806886_2479602985_210725,2,2,1,1,Confirmed
178188836_90239188091_318444,1,1,1,1,Confirmed
178204112_1099934258_806023,1,1,1,1,Confirmed
178226189_91360419502_45170,2,1,1,1,Confirmed
178245308_58743277265_388813,1,1,1,1,Confirmed
178272505_61625116090_300540,1,1,1,1,Confirmed
178329632_51715386251_761741,1,1,1,1,Confirmed
178342204_95298506009_610194,1,1,1,1,Confirmed
178462731_81876719574_874695,1,1,1,1,Confirmed
178615595_60764283001_634320,1,2,2,1,Confirmed
1786248_96344302639_931917,1,1,1,1,Confirmed
178690314_34850739538_759509,1,1,1,1,Confirmed
178690613_43229450872_969355,2,1,1,1,Confirmed
178834296_78089931266_683783,1,1,1,1,Confirmed
178841370_78906264217_943636,1,1,1,1,Confirmed
178851248_85678908370_525784,1,1,1,1,Confirmed
178989993_85378768774_810343,1,1,2,1,Confirmed
17904164_85258119180_635090,6,2,1,1,Confirmed
179065176_25316934622_275110,1,1,1,1,Confirmed
179309634_54291267741_273724,1,1,1,1,Confirmed
17949180_74156382777_332228,4,3,4,1,Confirmed
179620133_59519648464_826857,1,1,2,1,Confirmed
17963_31374178036_836651,1,1,1,1,Confirmed
179641635_61632951045_744479,1,1,1,1,Confirmed
17969802_96347379250_397823,2,2,1,1,Confirmed
179755418_13018923690_9354,1,1,1,1,Confirmed
179809831_6016385624_679718,1,1,2,1,Confirmed
179866363_29674704569_352950,1,1,1,1,Confirmed
180066926_97747736599_176148,1,1,1,1,Confirmed
180102251_6302752675_130005,1,1,1,1,Confirmed
180138486_19384167430_519805,1,1,1,1,Confirmed
180197905_34521787598_347930,1,2,2,1,Confirmed
180219158_603012782_26317,1,1,1,1,Confirmed
180261904_13305340498_115676,1,1,1,1,Confirmed
180298419_80847376648_595490,1,1,1,1,Confirmed
180334310_92589524026_785635,1,1,2,1,Confirmed
180338187_61020888225_461550,3,4,2,1,Confirmed
180390408_72515203080_575546,2,1,1,1,Confirmed
180397364_53384215619_857352,1,1,1,1,Confirmed
180465212_13369935741_869796,1,1,2,1,Confirmed
18049778_2728838676_512984,1,1,2,1,Confirmed
180637590_2403229519_138478,3,2,1,1,Confirmed
180640258_89306879054_12562,1,1,1,2,Confirmed
180727214_93716997901_635268,1,1,1,1,Confirmed
180762838_71277036865_787715,1,1,1,1,Confirmed
180764079_49053827396_516069,2,1,1,1,Confirmed
180820349_23280379293_688448,2,1,1,1,Confirmed
180843033_4898133176_629486,1,1,1,1,Confirmed
180927713_23014874476_363056,1,1,1,1,Confirmed
181051945_28232567814_811835,1,1,1,1,Confirmed
181100448_79416750977_779448,1,1,1,1,Confirmed
181146568_48320807652_586718,2,1,1,1,Confirmed
181209561_32231728822_464219,1,1,1,1,Confirmed
181397817_41421377670_773430,1,1,1,1,Confirmed
181470452_6136606608_304529,1,1,1,1,Confirmed
18155125_10174801787_288836,4,1,1,1,Confirmed
181568719_3356062691_833738,1,1,1,1,Confirmed
181693949_224282611_103688,1,1,1,1,Confirmed
181816838_27482268153_810745,1,1,3,1,Confirmed
181821661_84233061685_581622,1,1,1,1,Confirmed
181902046_97116473843_790428,1,1,1,1,Confirmed
181951522_40147095085_235971,1,1,1,1,Confirmed
181958719_47249081305_59575,1,1,1,1,Confirmed
182025001_78346884414_485762,2,1,1,1,Confirmed
182200970_56852152530_666167,1,1,1,3,Confirmed
182271865_94317651194_746649,1,1,1,1,Confirmed
182345789_519812246_831387,2,3,1,1,Confirmed
182395656_95573894987_366032,1,1,1,1,Confirmed
182510587_17168721209_173837,1,1,1,1,Confirmed
18251435_65408995505_721587,1,1,1,1,Confirmed
182568226_28747864715_875726,1,1,2,1,Confirmed
182573578_20239214953_24331,3,4,2,1,Confirmed
182662163_2387271366_897943,1,1,1,1,Confirmed
182678799_77464665027_168399,2,1,1,1,Confirmed
183082360_21981386940_560102,3,3,2,1,Confirmed
183083432_90171008811_539787,2,2,1,2,Confirmed
183102404_88319430282_382981,1,1,1,1,Confirmed
183129563_6804462507_707861,1,1,1,1,Confirmed
183131002_59922711007_723179,1,1,1,1,Confirmed
183140897_9382261190_973385,2,2,2,2,Confirmed
183331078_61808612993_297917,2,2,1,1,Confirmed
18334755_25477906125_821665,3,4,3,1,Confirmed
183374240_34664969722_575792,1,1,1,1,Confirmed
183697858_79810349733_672773,1,1,1,2,Confirmed
183733411_45100662038_252867,1,1,1,1,Confirmed
183775934_78525569914_521770,1,1,1,1,Confirmed
183783520_44702578193_351726,2,2,2,1,Confirmed
18384292_75812695209_475094,1,1,1,1,Confirmed
183845897_97595362115_180581,1,1,2,1,Confirmed
183896514_46132778513_999591,1,1,1,1,Confirmed
183906809_42745780494_916691,1,1,1,1,Confirmed
183908220_63182847843_478416,2,4,2,1,Confirmed
183908665_71069637312_600010,2,2,1,1,Confirmed
183975404_21542833251_279865,1,1,1,1,Confirmed
183988984_24497137328_800090,2,1,1,1,Confirmed
184030505_85548482695_603537,1,2,2,1,Confirmed
184035576_34788727758_336127,1,1,1,1,Confirmed
184079127_98705515498_623384,1,1,1,1,Confirmed
184091091_26445244705_317331,1,1,1,1,Confirmed
184184959_89585485167_13467,1,1,1,1,Confirmed
184213921_48986893847_957682,1,1,1,1,Confirmed
184232884_45002684087_167614,1,1,1,1,Confirmed
184317640_98705325742_196131,1,1,1,1,Confirmed
184470275_33002440973_579255,1,1,2,1,Confirmed
184690080_96530756890_304727,2,2,1,1,Confirmed
184745315_85436903724_293326,1,1,1,1,Confirmed
184892649_47490676288_197835,1,1,1,1,Confirmed
185106137_1745046699_639997,1,1,1,1,Confirmed
18511119_83966222140_425626,1,1,1,1,Confirmed
185140992_1477467229_246231,1,1,1,1,Confirmed
185181273_92916174788_341251,1,1,1,1,Confirmed
18522040_72032720345_235206,1,1,1,1,Confirmed
185222830_35935256430_304873,1,1,1,1,Confirmed
185240119_56489265937_951599,1,1,1,1,Confirmed
185296733_99019918042_390371,6,4,1,1,Confirmed
185331980_9923256369_743792,1,1,1,1,Confirmed
185377695_59416159616_851755,1,1,1,1,Confirmed
185378321_28812164479_243754,1,1,2,1,Confirmed
1853963_13317879959_484578,1,1,1,1,Confirmed
185406266_85786327255_834125,3,4,4,1,Confirmed
185493413_90563684083_270219,1,1,1,1,Confirmed
185598197_55620958934_905143,1,1,1,1,Confirmed
185603376_87185376185_479702,2,3,1,1,Confirmed
185636122_66213139474_407769,1,1,1,1,Confirmed
185716042_27761906629_561275,1,1,1,1,Confirmed
18576240_29179773489_327089,1,2,3,1,Confirmed
185810054_36970048042_973140,3,1,1,1,Confirmed
185831679_81517477472_462086,1,1,1,1,Confirmed
185858559_64624176660_495246,1,1,1,1,Confirmed
185870221_21577612468_177148,1,1,1,1,Confirmed
185917319_60308673882_475581,1,1,1,1,Confirmed
186153145_72771222979_813973,3,6,5,1,Confirmed
186208074_925662832_973591,1,1,2,1,Confirmed
186246614_80667040897_832046,1,1,1,1,Confirmed
186281906_2096301372_268108,2,2,1,1,Confirmed
186312176_34609149194_628281,1,1,1,1,Confirmed
186360806_60707661572_576702,1,1,1,1,Confirmed
186416486_7049218669_442062,1,1,1,1,Confirmed
186472529_25523767139_303093,1,1,2,1,Confirmed
186525596_40257297404_185481,1,1,1,1,Confirmed
186529864_74314317467_529127,1,1,1,1,Confirmed
186556731_99756570169_689147,1,1,1,1,Confirmed
186614488_96693620709_388191,2,1,1,2,Confirmed
186680590_18659693710_82534,1,1,1,8,Confirmed
186696941_89001187645_91871,1,1,1,1,Confirmed
18674973_86781541811_215781,1,1,1,1,Confirmed
186789618_82003578223_264482,1,1,1,1,Confirmed
186813454_46995408537_76726,1,1,2,1,Confirmed
186878814_2725974082_783178,5,2,1,1,Confirmed
187056923_85793000956_619370,1,1,1,1,Confirmed
187066531_22607556321_456231,1,2,3,1,Confirmed
187176903_2265806015_55121,3,2,1,1,Confirmed
187191552_21105687683_552811,1,1,1,1,Confirmed
187225339_28563479871_743287,1,1,1,1,Confirmed
187264989_344441870_861485,1,1,1,1,Confirmed
187298500_29440212276_803374,1,1,1,1,Confirmed
18731034_55017561294_129567,5,6,6,1,Confirmed
187320949_48187189038_301767,1,1,1,1,Confirmed
187321865_7191777986_852649,1,1,2,1,Confirmed
187440860_87525382959_379704,1,1,1,1,Confirmed
18756884_51934692430_956394,1,1,1,1,Confirmed
18760751_20063734940_273132,1,1,1,1,Confirmed
187638700_96067982061_958867,1,1,2,1,Confirmed
187645935_12174960805_981346,6,1,1,1,Confirmed
187668139_45850054208_90311,1,1,1,1,Confirmed
18784076_80433959551_904591,1,1,1,1,Confirmed
187928177_74760034693_225502,1,1,2,1,Confirmed
187963429_85972058975_62518,1,1,1,1,Confirmed
188083042_1325110260_302482,1,1,2,2,Confirmed
188122910_56822413567_353997,1,1,3,1,Confirmed
188142363_94884837487_967371,1,1,1,1,Confirmed
188177304_290297627_860851,1,1,1,1,Confirmed
188203454_61120057227_996376,1,1,2,1,Confirmed
188317972_63004402350_419647,1,1,1,1,Confirmed
188378725_40979388266_546155,1,2,2,1,Confirmed
188386607_27205554146_353307,1,1,2,1,Confirmed
188430161_46234476950_17428,1,2,2,1,Confirmed
188433531_61275931025_623880,1,1,2,3,Confirmed
188551018_94071395478_105986,1,1,1,1,Confirmed
188552543_48772316557_695056,1,1,1,1,Confirmed
188569888_74231573959_12015,1,1,1,1,Confirmed
188609128_61040434172_266554,1,1,1,1,Confirmed
188679176_8341748571_519083,1,1,1,1,Confirmed
188689118_6712675298_134021,1,1,1,1,Confirmed
18878962_75746266873_251065,1,1,1,1,Confirmed
188858945_73517817635_478651,1,1,1,1,Confirmed
188906075_20847523076_899541,4,2,2,1,Confirmed
188983744_64875752914_168361,1,1,1,1,Confirmed
188991337_19181489540_705136,1,1,1,1,Confirmed
189052432_29837801643_969083,3,2,3,1,Confirmed
189099236_29522611114_981010,2,1,1,1,Confirmed
189134333_73949079101_103159,1,1,1,1,Confirmed
18913827_85014866503_1469,2,1,1,3,Confirmed
189139078_66740520861_787653,1,1,1,1,Confirmed
189177304_69869411700_783154,1,2,4,1,Confirmed
189262173_8781367592_457340,1,1,2,1,Confirmed
18930571_77705063588_7129,1,1,1,1,Confirmed
189380696_81040626481_277832,1,5,6,1,Confirmed
189388341_9010040481_808162,1,1,1,3,Confirmed
189394985_99973353789_98146,1,1,1,1,Confirmed
189430886_68983917743_878647,2,1,1,1,Confirmed
189464211_28591022227_954586,1,1,1,1,Confirmed
189510672_61558124735_119150,2,2,1,1,Confirmed
189606681_9608166772_833426,1,1,3,1,Confirmed
189613542_57953678803_714477,1,1,1,1,Confirmed
189888057_3460998943_66168,1,1,1,1,Confirmed
190013403_90129128124_422070,1,1,1,1,Confirmed
190024518_82675211293_962903,1,1,2,1,Confirmed
190025519_86978583982_207260,2,1,1,1,Confirmed
190112966_82634322899_661410,1,1,3,1,Confirmed
190123966_69035259837_146738,1,1,1,1,Confirmed
190132873_47781441934_680585,1,1,1,1,Confirmed
190134789_56701049611_160934,1,1,1,1,Confirmed
190149662_27133383620_358248,1,1,1,1,Confirmed
190157325_61127274051_663092,1,1,1,1,Confirmed
190185535_99372557874_809913,2,1,1,3,Confirmed
190214071_66174343229_718933,3,2,1,1,Confirmed
190380929_12285345061_950015,1,1,1,1,Confirmed
190514612_5134577256_702262,1,1,1,1,Confirmed
190541926_52533207686_496497,1,1,1,4,Confirmed
190616965_87922633466_573221,1,1,1,1,Confirmed
190658324_55188880153_969312,1,1,1,1,Confirmed
190737648_26032054997_115658,2,1,1,1,Confirmed
190824806_7026966047_177231,1,1,2,1,Confirmed
191058010_96249639425_572757,1,1,1,1,Confirmed
191085879_3350760656_461614,1,1,1,1,Confirmed
191184961_36258458665_148354,1,1,1,1,Confirmed
191187753_98580716574_527044,1,1,1,1,Confirmed
191196812_6002428806_485441,1,1,1,1,Confirmed
19126795_58404560485_455293,3,2,1,1,Confirmed
191274137_92681129678_180153,1,1,1,1,Confirmed
19153537_38231874936_30460,1,1,1,1,Confirmed
191560786_32806130608_223832,2,2,4,1,Confirmed
191586669_40154807847_388674,1,1,1,1,Confirmed
191602070_3092375246_918456,3,3,3,1,Confirmed
191645372_63106595066_866562,1,1,1,1,Confirmed
191662088_88189740393_293888,2,1,2,1,Confirmed
191871766_85800578949_513053,1,1,1,1,Confirmed
191902854_92875033843_49722,1,1,1,1,Confirmed
191903815_34193144106_887332,1,1,3,1,Confirmed
191962021_21069954858_905529,1,1,1,1,Confirmed
191999117_5944956017_348114,1,1,1,1,Confirmed
192021253_57766751179_951765,1,1,1,1,Confirmed
192066799_98513110754_13919,1,1,2,1,Confirmed
192130716_38054404678_504732,1,1,1,1,Confirmed
192215806_53044675563_482220,1,1,1,1,Confirmed
192354924_64389328240_683988,1,1,1,1,Confirmed
192391458_95521477903_532210,1,1,1,1,Confirmed
192466634_90312699929_432006,1,1,1,1,Confirmed
192471198_47856101604_115066,1,1,1,1,Confirmed
192484389_89178608562_76823,1,1,1,1,Confirmed
192521648_42094596874_591988,1,1,2,1,Confirmed
192604721_14077630095_819213,1,1,1,1,Confirmed
192681882_51376282675_625945,2,2,2,1,Confirmed
192750610_27282600026_262378,1,1,3,1,Confirmed
192774475_35664079278_94764,1,1,1,1,Confirmed
192801860_14956355263_314911,5,3,2,1,Confirmed
192826456_30040874737_252255,1,1,1,1,Confirmed
192829474_65168119361_414443,1,1,1,1,Confirmed
192888809_17492752764_11438,1,1,1,1,Confirmed
192954281_16841204964_696929,1,1,1,1,Confirmed
19295919_21699950562_643142,1,1,1,1,Confirmed
192973008_27170385819_142134,1,1,1,1,Confirmed
192994674_35182834367_430728,1,1,1,1,Confirmed
193008628_14559930446_762288,1,1,2,1,Confirmed
193033879_60081901537_406937,1,1,1,1,Confirmed
193051099_27203058364_390971,5,2,2,2,Confirmed
1930680_28684243971_564812,2,2,2,1,Confirmed
193082317_27380251112_873375,1,1,1,1,Confirmed
193088680_61345470882_277595,1,1,1,1,Confirmed
193136463_98871558470_110941,1,1,1,1,Confirmed
193147789_25622017853_625776,4,3,2,1,Confirmed
193174127_97688928036_445346,1,1,1,1,Confirmed
193244341_817974630_79598,2,1,1,1,Confirmed
19325242_49276988341_790955,2,2,1,1,Confirmed
193338901_68943527904_599609,1,1,1,1,Confirmed
193340393_31007193157_994409,1,1,1,1,Confirmed
193437158_98167870230_990798,2,2,2,1,Confirmed
193478879_29985451406_539348,1,1,1,1,Confirmed
193492621_28110191429_6254,1,1,1,1,Confirmed
193493374_14998982723_599995,1,1,1,1,Confirmed
193535118_49589036719_823602,1,1,1,1,Confirmed
193566093_63338376727_947841,1,1,1,1,Confirmed
193566452_87511658834_647856,1,1,1,1,Confirmed
193587682_16676399993_220261,1,1,2,1,Confirmed
193936335_58068525759_797994,1,1,1,1,Confirmed
194006306_77455866514_599394,1,1,1,1,Confirmed
194048387_73186665643_706137,1,1,1,1,Confirmed
194069505_48678250353_217652,1,1,1,1,Confirmed
194085411_67986375780_517029,1,1,1,1,Confirmed
194188552_12811382749_977999,2,1,1,3,Confirmed
194254960_37909243846_920383,2,2,1,1,Confirmed
194300430_83115718401_219413,1,1,1,1,Confirmed
194435504_84866100220_621264,1,1,1,1,Confirmed
194466604_47405400715_588503,1,1,1,1,Confirmed
194497287_77309625637_137819,1,1,1,1,Confirmed
194528960_81645908276_32749,1,1,1,1,Confirmed
194661743_56273896435_171459,1,1,1,1,Confirmed
194663108_13194542905_264256,1,1,1,1,Confirmed
194747168_58626993878_357848,1,1,1,1,Confirmed
194769529_17630597445_501427,1,1,1,1,Confirmed
194839402_41643710742_725950,1,1,1,7,Confirmed
194889600_32946109506_700488,1,1,1,1,Confirmed
194972189_76882368612_182418,1,1,1,1,Confirmed
194981895_20889357854_524297,2,2,1,1,Confirmed
194988260_74189022594_946837,1,1,2,1,Confirmed
194991201_88370539619_762133,2,1,1,1,Confirmed
194998204_74599762745_2813,1,4,1,1,Confirmed
195016454_58197033733_90624,1,1,1,1,Confirmed
195084308_92666495054_173264,4,5,3,1,Confirmed
195205773_83370983679_521803,1,1,1,1,Confirmed
195262185_58757284642_123153,1,1,1,1,Confirmed
19534855_20831789821_366697,1,1,1,1,Confirmed
195354184_62415793368_440683,1,1,1,1,Confirmed
195379029_94291152744_485823,1,1,1,1,Confirmed
195412350_64298717611_365730,1,1,2,1,Confirmed
195421889_30654619648_165262,1,1,1,1,Confirmed
195454861_76972833804_211827,1,1,1,1,Confirmed
195520155_15170464496_72379,1,1,1,1,Confirmed
195661448_82971222517_921656,1,1,1,1,Confirmed
195754319_69315129072_151799,1,1,5,1,Confirmed
